"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Nucynta ER","Tapentadol Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","200533","COLLEGIUM PHARM INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/200533s027lbl.pdf#page=40"
"Nulojix","Belatacept","INJECTABLE; INJECTION","125288","BRISTOL MYERS SQUIBB","07/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125288s075lbl.pdf#page=49"
"Nulytely","Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride","FOR SOLUTION;ORAL","019797","BRAINTREE","05/14/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM370636.pdf"
"Nulytely-Flavored","Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride","FOR SOLUTION;ORAL","019797","BRAINTREE","05/14/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM370636.pdf"
"Nuvigil","Armodafinil","TABLET;ORAL","021875","CEPHALON","02/07/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021875s023lbl.pdf#page=24"
"Obredon","Guaifenesin; Hydrocodone Bitartrate","SOLUTION;ORAL","205474","SOVEREIGN PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205474s008lbl.pdf#page=23"
"Ocaliva","Obeticholic Acid","TABLET;ORAL","207999","INTERCEPT PHARMS INC","05/26/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207999s007lbl.pdf#page=22"
"Ocrevus","Ocrelizumab","INJECTABLE;INJECTION","761053","GENENTECH INC","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761053s031lbl.pdf#page=20"
"Odomzo","Sonidegib Phosphate","CAPSULE;ORAL","205266","SUN PHARMA GLOBAL","08/22/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205266s009lbl.pdf#page=14"
"Oleptro","Trazodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022411","ANGELINI PHARMA","07/17/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM202202.pdf"
"Olumiant","Baricitinib","TABLET;ORAL","207924","ELI LILLY AND CO","05/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/207924s006lbl.pdf#page=26"
"Omniscan","Gadodiamide","INJECTABLE;INJECTION","022066","GE HEALTHCARE","10/23/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022066s008lbl.pdf#page=1"
"Omniscan","Gadodiamide","INJECTABLE;INJECTION","020123","GE HEALTHCARE","11/07/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020123s046lbl.pdf#page=1"
"Omontys","Peginesatide Acetate","SOLUTION;INTRAVENOUS, SUBCUTANEOUS","202799","TAKEDA PHARMS USA","12/04/2012","https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202799s001lbl.pdf#page=15"
"Omvoh","Mirikizumab-Mrkz","INJECTABLE;INTRAVENOUS, SUBCUTANEOUS","761279","ELI LILLY AND COMPANY","10/26/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761279s000lbl.pdf#page=15"
"Onfi","Clobazam","SUSPENSION;ORAL","203993","LUNDBECK PHARMS LLC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202067s007,203993s009lbl.pdf#page=29"
"Onfi","Clobazam","TABLET;ORAL","202067","LUNDBECK PHARMS LLC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202067s007,203993s009lbl.pdf#page=29"
"Onglyza","Saxagliptin Hydrochloride","TABLET;ORAL","022350","ASTRAZENECA AB","07/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022350s023lbl.pdf#page=31"
"Onsolis","Fentanyl Citrate","FILM;BUCCAL","022266","BDSI","12/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022266s025lbl.pdf#page=32"
"Opana","Oxymorphone Hydrochloride","TABLET;ORAL","021611","ENDO PHARMS","10/25/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021611s016lbl.pdf#page=27"
"Opana ER","Oxymorphone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021610","ENDO PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021610s031lbl.pdf#page=32"
"Opana ER","Oxymorphone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","201655","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201655s026lbl.pdf#page=26"
"Opdivo","Nivolumab","INJECTABLE;INJECTION","125554","BRISTOL MYERS SQUIBB","02/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125554s119lbl.pdf#page=135"
"Opsumit","Macitentan","TABLET;ORAL","204410","ACTELION","05/26/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204410s024lbl.pdf#page=20"
"Optimark","Gadoversetamide","INJECTABLE;INJECTION","020937","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020937s028,020975s029,020976s030lbl.pdf#page=14"
"Optimark","Gadoversetamide","INJECTABLE;INJECTION","020975","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020975s028lbl.pdf#page=13"
"Optimark in Plastic Container","Gadoversetamide","INJECTABLE;INJECTION","020976","LIEBEL-FLARSHEIM","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020976s029lbl.pdf#page=13"
"Opzelura","Ruxolitinib Phosphate","CREAM;TOPICAL","215309","INCYTE CORP","03/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215309s004lbl.pdf#page=19"
"Oriahnn (Copackaged)","Elagolix Sodium,Estradiol,Norethindrone Acetate; Elagolix Sodium","CAPSULE;ORAL","213388","ABBVIE INC","05/29/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213388s003lbl.pdf#page=29"
"Orilissa","Elagolix Sodium","TABLET;ORAL","210450","ABBVIE INC","06/05/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210450s009lbl.pdf#page=27"
"Oseni","Alogliptin Benzoate; Pioglitazone Hydrochloride","TABLET;ORAL","022426","TAKEDA PHARMS USA","07/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022426s012lbl.pdf#page=43"
"Osmoprep","Sodium Phosphate, Dibasic, Anhydrous; Sodium Phosphate, Monobasic, Monohydrate","TABLET;ORAL","021892","SALIX PHARMS","11/29/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021892s014lbl.pdf#page=13"
"Oxaydo","Oxycodone Hydrochloride","TABLET;ORAL","202080","ZYLA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202080s013lbl.pdf#page=30"
"Oxtellar XR","Oxcarbazepine","TABLET, EXTENDED RELEASE;ORAL","202810","SUPERNUS PHARMS","12/13/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202810s000mg.pdf"
"Oxycodone Hydrochloride","Oxycodone Hydrochloride","SOLUTION;ORAL","201194","VISTAPHARM","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201194s017lbl.pdf#page=34"
"Oxycodone Hydrochloride","Oxycodone Hydrochloride","SOLUTION;ORAL","200535","GENUS LIFESCIENCES","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/200535s022lbl.pdf#page=35"
"Oxycodone Hydrochloride Capsules","Oxycodone Hydrochloride","CAPSULE;ORAL","200534","GENUS LIFESCIENCES","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/200534s013lbl.pdf#page=32"
"Oxycontin","Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022272","PURDUE PHARMA LP","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022272s048lbl.pdf#page=49"
"Oxymorphone Hydrochloride","Oxymorphone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","079046","ACTAVIS ELIZABETH","03/04/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/079046s000mg.pdf"
"Ozempic","Semaglutide","SOLUTION;SUBCUTANEOUS","209637","NOVO","10/06/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209637s012lbl.pdf#page=27"
"Pacerone","Amiodarone Hydrochloride","TABLET;ORAL","075135","UPSHER SMITH LABS","11/01/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088668.pdf"
"Palladone","Hydromorphone Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","021044","PURDUE PHARMA LP","04/16/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088670.pdf"
"Palynziq","Pegvaliase-Pqpz","INJECTABLE;INJECTION","761079","BIOMARIN PHARM","11/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761079s000lbl.pdf#page=23"
"Pamelor","Nortriptyline Hydrochloride","SOLUTION;ORAL","018012","SPECGX LLC","07/28/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088671.pdf"
"Pamelor","Nortriptyline Hydrochloride","CAPSULE;ORAL","018013","SPECGX LLC","04/09/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018013s064lbl.pdf#page=15"
"Pancreaze","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","022523","VIVUS INC","04/26/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022523s013lbl.pdf#page=16"
"Parnate","Tranylcypromine Sulfate","TABLET;ORAL","012342","CONCORDIA","01/04/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/012342s064lbl.pdf#page=18"
"Paxil","Paroxetine Hydrochloride","TABLET;ORAL","020031","APOTEX TECHNOLOGIES","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020031s082,020710s050lbl.pdf#page=39"
"Paxil","Paroxetine Hydrochloride","SUSPENSION;ORAL","020710","APOTEX TECHNOLOGIES","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020031s082,020710s050lbl.pdf#page=39"
"Paxil CR","Paroxetine Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020936","APOTEX TECHNOLOGIES","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020936s057s064lbl.pdf#page=30"
"Peganone","Ethotoin","TABLET;ORAL","010841","RECORDATI RARE","02/27/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022MedGuide.pdf"
"Pegasys","Peginterferon Alfa-2a","VIAL; SUBCUTANEOUS","103964","HOFFMAN-LA ROCHE","12/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103964s5276lbl.pdf#page=37"
"Pegasys","Peginterferon Alfa-2a","SYRINGE","103964","HOFFMAN-LA ROCHE","12/11/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103964s5276lbl.pdf#page=37"
"Pegintron","Peginterferon Alfa-2b","SYRINGE","103949","SCHERING","12/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103949s5313lbl.pdf#page=29"
"Pennsaid","Diclofenac Sodium","SOLUTION;TOPICAL","020947","NUVO PHARMS INC","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM191085.pdf"
"Pennsaid","Diclofenac Sodium","SOLUTION;TOPICAL","204623","HORIZON","06/07/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204623Orig1s010lbl.pdf#page=20"
"Percocet","Acetaminophen; Oxycodone Hydrochloride","TABLET;ORAL","040330","VINTAGE PHARMS LLC","03/04/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/040330s052lbl.pdf"
"Percodan","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","TABLET;ORAL","007337","ENDO PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/007337s054lbl.pdf#page=31"
"Percodan","Aspirin; Oxycodone Hydrochloride","TABLET;ORAL","007337","ENDO PHARMS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/007337s053lbl.pdf#page=30"
"Perforomist","Formoterol Fumarate","SOLUTION;INHALATION","022007","MYLAN SPECLT","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022007s014lbl.pdf#page=19"
"Pertzye","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","022175","DIGESTIVE CARE INC","09/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022175s008lbl.pdf#page=13"
"Pexeva","Paroxetine Mesylate","TABLET;ORAL","021299","SEBELA IRELAND LTD","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021299s035s038lbl.pdf#page=18"
"Phenergan VC W/ Codeine","Codeine Phosphate; Phenylephrine Hydrochloride; Promethazine Hydrochloride","SYRUP;ORAL","008306","ANI PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/008306s035lbl.pdf#page=66"
"Phenergan W/ Codeine","Codeine Phosphate; Promethazine Hydrochloride","SYRUP;ORAL","008306","ANI PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/008306s035lbl.pdf#page=66"
"Plavix","Clopidogrel Bisulfate","TABLET;ORAL","020839","SANOFI AVENTIS US","03/01/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020839s074lbl.pdf#page=24"
"Plegridy","Peginterferon Beta-1a","INJECTABLE;INJECTION","125499","BIOGEN IDEC INC","07/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125499s028lbl.pdf#page=20"
"Plenvu","Ascorbic Acid; Polyethylene Glycol 3350; Potassium Chloride; Sodium Ascorbate; Sodium Chloride; Sodium Sulfate","FOR SOLUTION;ORAL","209381","SALIX","09/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209381s013lbl.pdf#page=18"
"Pomalyst","Pomalidomide","CAPSULE;ORAL","204026","CELGENE","03/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204026s031lbl.pdf#page=33"
"Ponstel","Mefenamic Acid","CAPSULE;ORAL","015034","AVION PHARMS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/015034s045lbl.pdf#page=19"
"Ponvory","Ponesimod","TABLET;ORAL","213498","JANSSEN PHARMS","08/10/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213498s004lbl.pdf#page=30"
"Potiga","Ezogabine","TABLET;ORAL","022345","GLAXOSMITHKLINE","05/20/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM259619.pdf"
"Pradaxa","Dabigatran Etexilate Mesylate","CAPSULE;ORAL","022512","BOEHRINGER INGELHEIM","11/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022512s047lbl.pdf#page=27"
"Pradaxa","Dabigatran Etexilate Mesylate","PELLETS;ORAL","214358","BOEHRINGER INGELHEIM","11/14/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214358s007lbl.pdf#page=14"
"Prepopik","Citric Acid; Magnesium Oxide; Sodium Picosulfate","FOR SOLUTION;ORAL","202535","FERRING PHARMS INC","08/29/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202535s006lbl.pdf#page=15"
"Pretomanid","Pretomanid","TABLET;ORAL","212862","MYLAN IRELAND LTD","08/14/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212862s000lbl.pdf#page=19"
"Prevacid","Lansoprazole","CAPSULE, DELAYED REL PELLETS;ORAL","020406","TAKEDA PHARMS USA","08/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020406s095,021428s042lbl.pdf#page=45"
"Prevacid","Lansoprazole","TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL","021428","TAKEDA PHARMS USA","08/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020406s095,021428s042lbl.pdf#page=45"
"Prevacid Naprapac 250 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Prevacid Naprapac 375 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Prevacid Naprapac 500 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Priftin","Rifapentine","TABLET;ORAL","021024","SANOFI AVENTIS US","07/01/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021024s017s018lbl.pdf#page=28"
"Prilosec","Omeprazole","CAPSULE, DELAYED REL PELLETS;ORAL","019810","ASTRAZENECA","12/19/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019810s103,022056s020lbl.pdf#page=34"
"Prilosec","Omeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022056","COVIS","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022056s026lbl.pdf#page=34"
"Pristiq","Desvenlafaxine Succinate","TABLET, EXTENDED RELEASE;ORAL","021992","PF PRISM CV","11/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021992s047lbl.pdf#page=36"
"Probuphine","Buprenorphine Hydrochloride","IMPLANT;IMPLANTATION","204442","TITAN PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204442s014lbl.pdf#page=47"
"Procrit","Epoetin Alfa","VIAL; SINGLE-USE","103234","AMGEN","07/25/2018","https://www.fda.gov/media/73511/download"
"Prohance","Gadoteridol","INJECTABLE;INJECTION","020131","BRACCO","12/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020131s035lbl.pdf#page16"
"Prohance Multipack","Gadoteridol","INJECTABLE;INJECTION","021489","BRACCO","05/06/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021489s014lbl.pdf#page=16"
"Prolia","Denosumab","INJECTABLE; SUBCUTANEOUS","125320","AMGEN","01/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125320s211lbl.pdf#page=31"
"Promacta","Eltrombopag Olamine","TABLET;ORAL","022291","NOVARTIS","03/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022291s037,207027s017lbl.pdf#page=35"
"Promacta Kit","Eltrombopag Olamine","FOR SUSPENSION;ORAL","207027","NOVARTIS","03/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022291s037,207027s017lbl.pdf#page=35"
"Propulsid","Cisapride Monohydrate","TABLET;ORAL","020210","JANSSEN PHARMS","03/06/2000","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Propulsid.pdf"
"Propylthiouracil","Propylthiouracil","TABLET;ORAL","006188","DAVA PHARMS INC","09/19/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006188s026lbl.pdf#page=7"
"Proquin XR","Ciprofloxacin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021744","DEPOMED INC","08/15/2011","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Proquin XR.pdf"
"Protonix","Pantoprazole Sodium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022020","WYETH PHARMS","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020987s060,022020s023lbl.pdf#page=31"
"Protonix","Pantoprazole Sodium","TABLET, DELAYED RELEASE;ORAL","020987","WYETH PHARMS","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020987s060,022020s023lbl.pdf#page=31"
"Protopic","Tacrolimus","OINTMENT;TOPICAL","050777","LEO PHARMA AS","02/25/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088996.pdf"
"Provigil","Modafinil","TABLET;ORAL","020717","CEPHALON","01/15/2015","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020717s030s034s036MedGuide.pdf"
"Prozac","Fluoxetine Hydrochloride","CAPSULE;ORAL","018936","ELI LILLY AND CO","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018936 s112lbl.pdf#page=26"
"Prozac Weekly","Fluoxetine Hydrochloride","CAPSULE, DELAYED REL PELLETS;ORAL","021235","LILLY","03/24/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018936s103,021235s023lbl.pdf#page=28"
"Qdolo","Tramadol Hydrochloride","SOLUTION;ORAL","214044","ATHENA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214044s002lbl.pdf#page=28"
"Qelbree","Viloxazine Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","211964","SUPERNUS PHARMS","04/29/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211964s003lbl.pdf#page=21"
"Qmiiz ODT","Meloxicam","TABLET, ORALLY DISINTEGRATING;ORAL","211210","TERSERA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211210s002lbl.pdf#page=37"
"Qsymia","Phentermine Hydrochloride; Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","022580","VIVUS","06/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022580s023lbl.pdf#page=44"
"Qtern","Dapagliflozin; Saxagliptin Hydrochloride","TABLET;ORAL","209091","ASTRAZENECA AB","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209091s008lbl.pdf#page=37"
"Qternmet XR","Dapagliflozin; METformin Hydrochloride; Saxagliptin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","210874","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210874s003lbl.pdf#page=47"
"Qualaquin","Quinine Sulfate","CAPSULE;ORAL","021799","SUN PHARM INDUSTRIES","06/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021799s029lbl.pdf#page=26"
"Qudexy XR","Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","205122","UPSHER SMITH LABS","12/02/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205122s014lbl.pdf#page=54"
"Quillichew ER","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE, CHEWABLE;ORAL","207960","NEXTWAVE PHARMS","06/25/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207960s012lbl.pdf#page=21"
"Quillivant XR","Methylphenidate Hydrochloride","FOR SUSPENSION, EXTENDED RELEASE;ORAL","202100","NEXTWAVE","06/25/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202100s018lbl.pdf#page=21"
"Quviviq","Daridorexant","TABLET; ORAL","214985","IDORSIA PHARMACEUTICALS LTD.","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214985s007s008lbl.pdf#page=22"
"Rapamune","Sirolimus","TABLET;ORAL","021110","PF PRISM CV","08/09/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021110s086lbl.pdf#page=43"
"Rapamune","Sirolimus","SOLUTION;ORAL","021083","PF PRISM CV","01/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021083s067,021110s085lbl.pdf#page=43"
"Ravicti","Glycerol Phenylbutyrate","LIQUID;ORAL","203284","HORIZON THERAP","09/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203284s012lbl.pdf#page=27"
"Rebetol","Ribavirin","CAPSULE;ORAL","020903","MERCK SHARP DOHME","03/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
"Rebetol","Ribavirin","SOLUTION;ORAL","021546","SCHERING","03/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
"Rebif","Interferon Beta-1a","SYRINGE","103780","SERONO INC","07/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103780s5214lbl.pdf#page=16"
"Reclast","Zoledronic Acid","INJECTABLE;INTRAVENOUS","021817","NOVARTIS","04/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021817s028lbl.pdf#page=25"
"Recorlev","Levoketoconazole","TABLET;ORAL","214133","STRONGBRIDGE","08/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214133s003lbl.pdf#page=3"
"Reglan","Metoclopramide Hydrochloride","TABLET;ORAL","017854","ANI PHARMS","08/29/2017","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM235574.pdf"
"Reglan","Metoclopramide Hydrochloride","INJECTABLE;INJECTION","017862","HIKMA","11/18/2010","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/017862s063MedGuide.pdf"
"Reglan ODT","Metoclopramide Hydrochloride","TABLET, ORALLY DISINTEGRATING;ORAL","021793","MEDA PHARMS","11/30/2011","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021793s011mg.pdf"
"Regranex","Becaplermin","GEL; TOPICAL","103691","SMITH AND NEPHEW","08/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103691s5138lbl.pdf#page=8"
"Relexxii","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","216117","VERTICAL PHARMACEUTICALS","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216117s001lbl.pdf#page=25"
"Relistor","Methylnaltrexone Bromide","TABLET;ORAL","208271","SALIX","03/14/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
"Relistor","Methylnaltrexone Bromide","SOLUTION;SUBCUTANEOUS","021964","SALIX PHARMS","03/14/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
"Remeron","Mirtazapine","TABLET;ORAL","020415","ORGANON USA INC","11/18/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
"Remeron Soltab","Mirtazapine","TABLET, ORALLY DISINTEGRATING;ORAL","021208","ORGANON USA INC","11/18/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
"Remicade","Infliximab","VIAL","103772","CENTOCOR INC","10/05/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103772s5401lbl.pdf#page=50"
"Renflexis","Infliximab-Abda","INJECTABLE;INJECTION","761054","SAMSUNG BIOEPIS CO LTD","12/26/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761054s021lbl.pdf#page=55"
"Restoril","Temazepam","CAPSULE;ORAL","018163","SPECGX LLC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018163s071lbl.pdf#page=17"
"Retacrit","Epoetin Alfa-Epbx","INJECTABLE;INJECTION","125545","HOSPIRA INC","06/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125545s005lbl.pdf#page=31"
"Revlimid","Lenalidomide","CAPSULE;ORAL","021880","CELGENE","03/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021880s067lbl.pdf#page=48"
